"priorindex","index","postindex","episode","Provider","starrating","tracklab","surgeryregistry","nursingregistry","Total Case Mix Index-Sum of Relative Weights","Disproportionate Share Hospital Patient percent","AHA: NETWORK","AHA: MEDICAL HOME PROGRAM YES/NO","AHA: DISCHARGES, MEDICARE INPAT,","AHA: DISCHARGES, MEDICAID INPAT,","AHA: ADJUSTED ADMISSIONS","AHA: PERSONNEL, FTE, MD & DD","AHA: TOTAL PRIVILEDGE PHYSICIAN TOT PRI CAR","AHA: TOTAL PRIVILEDGE PHYSICIAN TOTAL","ownership","hospital","hrr","maadvantage","avgagehrr","avghcchrr","pctmalehrr","pctblackhrr","pcthispanichrr","pctmdcaidhrr","pctbenesusip","pctbenesusnf","pctbenesuhh","pctbenesuop","pctbenesuasc","Acute Care Hospital Beds per 1,000 Residents (2012)","FTE Hospital Employees per 1,000 Residents (2012)","Total Physicians per 100,000 Residents (2011)","Primary Care Physicians per 100,000 Residents (2011)","Total Specialists per 100,000 Residents (2011)","Medical Specialists per 100,000 Residents (2011)","Surgeons per 100,000 Residents (2011)","mdadjadmit","bundledpayment","Rank for Variable dshpct","Rank for Variable cmi","Rank for Variable mdadjadmit","mdschool","bedsize","Bed Count: Certified","urban","jchao","teaching"
748,11469,9970,22189,100154,3,Yes,Y,Y,1.6785,0.37789,0,0,5296,2923,29332,0,261,1122,not-for-profit,South Miami Hospital,127,66.43,76,1.25,41.75,8.45,44.36,38.93,19.13,5.17,22.94,56.08,9.4,2.407366508123,13.25445406267,202.36641528,72.992514631,126.94869111,48.406064629,37.176364572,0,1,3,2,0,no affiliation,large,452,1,1,0
578,7664,8048,16290,100156,3,Yes,N,N,1.1877,0.13359,,,2112,500,8347,6,,,not-for-profit,Lake City Medical Center,120,23.81,75,0.99,44.97,8.96,2.25,15.43,19.19,6.11,12.56,51.95,11.26,1.791728215394,12.62918521604,200.67993548,74.641493275,123.8159296,47.862190101,33.661532857,0.0007188211,,0,0,2,no affiliation,small,67,0,1,0
657,9500,8637,18792,100157,2,Yes,N,Y,1.52641,0.27246,0,1,22471,9024,76120,0,134,594,not-for-profit,Lakeland Regional Health,124,50.61,76,1.05,44.34,6.26,4.34,11.2,21.27,6.93,13.92,36.45,16.93,2.216398089862,12.31760952249,162.46163139,61.000758798,99.119819725,37.883418111,30.544903254,0,0,2,2,0,no affiliation,large,851,1,1,0
588,10014,9129,19730,100161,2,Yes,N,N,1.4955,0.24876,,,4536,2477,17309,5,,,for-profit,Central Florida Regional Hospital,130,41.13,76,1.05,44.78,6.04,6.26,9.46,18.58,5.84,13.05,56.29,15.37,2.013961627497,14.02018296882,178.47190163,62.035084946,114.09560203,43.2672122,36.643802814,0.0002888671,,1,1,1,no affiliation,medium,221,1,1,0
548,11019,10161,21728,100166,3,Yes,N,N,1.6549,0.04387,,,3508,1593,14088,6,,,for-profit,Doctors Hospital of Sarasota,137,25.62,76,0.95,45.02,1.65,1.96,5.63,15.03,5.26,12.59,64.39,18.79,1.64200769634,8.881768079125,194.70435175,57.31207098,134.54268709,47.603309983,46.629594779,0.0004258944,,0,2,1,no affiliation,medium,155,1,1,0
632,9679,9809,20119,100167,3,Yes,N,Y,1.4632,0.61732,,,4942,2699,18859,5,,,for-profit,Plantation General Hospital,118,43.97,77,1.08,43.99,5.67,5.09,8.95,18.16,5.93,15.75,60.69,14.73,1.857685699128,9.941200859961,212.70744202,67.531492832,142.54998992,54.517433129,46.13692531,0.0002651254,,3,1,1,no affiliation,large,737,1,1,0
707,10596,9859,21161,100168,2,Yes,N,Y,1.59871,0.04492,0,0,11732,528,45453,7,246,860,not-for-profit,Boca Raton Regional Hospital,118,43.97,77,1.08,43.99,5.67,5.09,8.95,18.16,5.93,15.75,60.69,14.73,1.857685699128,9.941200859961,212.70744202,67.531492832,142.54998992,54.517433129,46.13692531,0.0001540052,0,0,2,1,no affiliation,large,400,1,1,0
767,11859,11128,23753,100173,2,Yes,N,Y,1.7113,0.24139,1,0,10734,3635,38820,0,192,956,not-for-profit,Florida Hospital Tampa,141,50.63,75,1.08,43.81,7.32,10.91,13.6,18.87,6.56,14.93,43.95,13.31,1.953364622605,11.57508273865,196.80894437,67.712306912,126.67751896,52.531840345,36.35640914,0,0,1,2,0,no affiliation,large,493,1,1,0
574,6862,9077,16515,100175,3,Yes,N,Y,1.2374,0.38221,,,1195,424,9343,9,,,not-for-profit,DeSoto Memorial Hospital,137,25.62,76,0.95,45.02,1.65,1.96,5.63,15.03,5.26,12.59,64.39,18.79,1.64200769634,8.881768079125,194.70435175,57.31207098,134.54268709,47.603309983,46.629594779,0.000963288,,3,0,2,limited/graduate,small,49,0,1,1
683,11031,8786,20499,100176,3,Yes,N,N,1.6142,0.11077,,,5351,2430,21489,7,,,for-profit,Palm Beach Gardens Medical Center,118,43.97,77,1.08,43.99,5.67,5.09,8.95,18.16,5.93,15.75,60.69,14.73,1.857685699128,9.941200859961,212.70744202,67.531492832,142.54998992,54.517433129,46.13692531,0.0003257481,,0,2,1,no affiliation,medium,199,1,1,0
575,8756,8507,17839,100177,4,Yes,N,N,1.3829,0.12062,1,0,3569,740,15510,6,52,306,not-for-profit,Health First Cape Canaveral Hospital,130,41.13,76,1.05,44.78,6.04,6.26,9.46,18.58,5.84,13.05,56.29,15.37,2.013961627497,14.02018296882,178.47190163,62.035084946,114.09560203,43.2672122,36.643802814,0.0003868472,0,0,1,1,no affiliation,medium,150,1,1,0
697,10616,10518,21833,100179,3,Yes,N,N,1.73231,0.28175,1,0,10263,3633,36484,9,,,for-profit,Memorial Hospital Jacksonville,123,29.36,75,1,44.42,10.64,2.5,10.65,18.54,6,11.32,66.12,13.58,2.261895867356,13.87211512472,210.44576553,70.924643538,137.0976521,59.344750728,39.422964349,0.0002466835,,2,3,1,limited/graduate,large,418,1,1,1
634,9061,11426,21120,100180,2,Yes,N,N,1.5117,0.34566,,,3944,2154,15050,4,,,for-profit,St. Petersburg General Hospital,139,48.45,76,1.09,44.21,6.67,2.74,14.1,19.44,7.91,14.62,49.46,15.51,3.087530080462,15.4769957019,252.25693644,91.962998204,158.44423764,63.038102159,46.033561305,0.0002657807,,2,1,1,major teaching,medium,215,1,1,1
540,8582,10441,19673,100181,3,Yes,N,N,1.2389,0.64879,0,1,2569,1209,10689,8,,,for-profit,Larkin Community Hospital,127,66.43,76,1.25,41.75,8.45,44.36,38.93,19.13,5.17,22.94,56.08,9.4,2.407366508123,13.25445406267,202.36641528,72.992514631,126.94869111,48.406064629,37.176364572,0.000748433,0,3,0,2,limited/graduate,medium,146,1,1,1
610,8227,10634,19472,100183,3,Yes,Y,Y,1.2044,0.56391,,,4422,2415,16875,4,,,for-profit,Coral Gables Hospital,127,66.43,76,1.25,41.75,8.45,44.36,38.93,19.13,5.17,22.94,56.08,9.4,2.407366508123,13.25445406267,202.36641528,72.992514631,126.94869111,48.406064629,37.176364572,0.000237037,,3,0,1,no affiliation,medium,245,1,1,0
717,9285,10133,20136,100187,3,Yes,N,N,1.4368,0.66918,,,9712,5304,37064,10,,,for-profit,Palmetto General Hospital,127,66.43,76,1.25,41.75,8.45,44.36,38.93,19.13,5.17,22.94,56.08,9.4,2.407366508123,13.25445406267,202.36641528,72.992514631,126.94869111,48.406064629,37.176364572,0.0002698036,,3,1,1,limited/graduate,medium,360,1,1,1
761,9946,10043,20750,100189,2,Yes,N,N,1.5406,0.22694,,,7679,2612,23092,4,,,for-profit,Northwest Medical Center,118,43.97,77,1.08,43.99,5.67,5.09,8.95,18.16,5.93,15.75,60.69,14.73,1.857685699128,9.941200859961,212.70744202,67.531492832,142.54998992,54.517433129,46.13692531,0.0001732202,,1,2,1,no affiliation,medium,223,1,1,0
610,9530,9793,19934,100191,3,Yes,N,N,1.4058,0.19579,0,0,8365,2089,22045,6,,,for-profit,Medical Center of Trinity,122,54.11,76,1.16,45.33,1.82,3.83,8.73,21.28,6.45,14.83,44.68,15.66,2.089901975385,9.815255354973,185.57350279,70.044013598,113.1091497,41.822109169,36.065919882,0.0002721706,,1,1,1,no affiliation,medium,282,1,1,0
602,8741,10212,19557,100200,3,Yes,N,Y,1.5391,0.20514,0,0,3902,1366,18532,2,90,559,public,Broward Health Imperial Point,118,43.97,77,1.08,43.99,5.67,5.09,8.95,18.16,5.93,15.75,60.69,14.73,1.857685699128,9.941200859961,212.70744202,67.531492832,142.54998992,54.517433129,46.13692531,0.0001079214,0,1,2,1,limited/graduate,medium,204,1,1,1
833,10084,8235,19154,100204,3,Yes,N,N,1.61521,0.20331,0,0,14417,3242,41156,10,,,for-profit,North Florida Regional Medical Center,120,23.81,75,0.99,44.97,8.96,2.25,15.43,19.19,6.11,12.56,51.95,11.26,1.791728215394,12.62918521604,200.67993548,74.641493275,123.8159296,47.862190101,33.661532857,0.0002429779,0,1,2,1,no affiliation,medium,353,1,1,0
647,9072,9535,18260,100206,3,Yes,N,N,1.3163,0.16187,,,2970,1349,11927,6,,,for-profit,Memorial Hospital of Tampa,141,50.63,75,1.08,43.81,7.32,10.91,13.6,18.87,6.56,14.93,43.95,13.31,1.953364622605,11.57508273865,196.80894437,67.712306912,126.67751896,52.531840345,36.35640914,0.0005030603,,0,0,1,no affiliation,medium,183,1,1,0
815,9895,9482,20193,100209,3,Yes,N,N,1.6992,0.57326,,,7645,4175,29174,9,,,for-profit,Kendall Regional Medical Center,127,66.43,76,1.25,41.75,8.45,44.36,38.93,19.13,5.17,22.94,56.08,9.4,2.407366508123,13.25445406267,202.36641528,72.992514631,126.94869111,48.406064629,37.176364572,0.0003084939,,3,2,1,no affiliation,large,417,1,1,0
640,9264,10219,20124,100211,2,Yes,N,N,1.5199,0.25316,,,2516,1143,10104,4,,,for-profit,Bayfront Health Dade City,141,50.63,75,1.08,43.81,7.32,10.91,13.6,18.87,6.56,14.93,43.95,13.31,1.953364622605,11.57508273865,196.80894437,67.712306912,126.67751896,52.531840345,36.35640914,0.0003958828,,1,2,1,no affiliation,medium,120,1,1,0
639,10985,8899,20523,100212,2,Yes,N,N,1.62541,0.16726,,,6751,3687,25763,8,,,for-profit,Ocala Regional Medical Center,129,36.76,75,1.01,46.29,3.02,2.55,6.45,17.22,5.33,11.11,43.02,19.3,1.598222928485,10.3754603056,166.72901292,57.358427719,106.96417405,37.48433314,35.118937719,0.0003105228,,0,2,1,no affiliation,medium,270,1,1,0
644,9766,9614,20024,100213,2,Yes,N,N,1.57941,0.07101,1,,6930,3785,26447,1,106,363,for-profit,Blake Medical Center,115,36.82,76,0.99,44.83,3.16,2.75,7.84,17.4,6.16,13.1,50.22,20.13,1.952427040495,9.400421212078,167.80536733,51.833959574,113.59032911,40.693215237,37.63029535,0.0000378115,0,0,2,1,no affiliation,medium,383,1,1,0
485,10332,8455,19272,100217,3,No,N,N,1.47,0.08701,0,0,2628,1194,10556,4,,,for-profit,Sebastian River Medical Center,130,41.13,76,1.05,44.78,6.04,6.26,9.46,18.58,5.84,13.05,56.29,15.37,2.013961627497,14.02018296882,178.47190163,62.035084946,114.09560203,43.2672122,36.643802814,0.0003789314,,0,1,1,no affiliation,medium,154,1,1,0
463,7482,13065,20659,100220,2,Yes,Y,Y,1.61161,0.20793,0,0,13838,3320,43098,74,,,public,Gulf Coast Medical Center,119,30.12,75,0.95,46.93,2.28,4.42,7.13,16.4,4.83,11.95,52.83,21.81,1.773822325005,11.12198957452,175.39916467,56.018857164,116.88910312,42.334678005,39.991594643,0.001717017,0,1,2,3,no affiliation,medium,349,1,0,0
608,11268,9113,20989,100223,3,Yes,N,N,1.6299,0.25528,,,5776,3154,22041,6,,,for-profit,Fort Walton Beach Medical Center,134,23.86,75,0.99,44.94,7.37,1.5,9.69,18.38,5.73,11.51,72.05,16.12,2.525021304667,12.15900103969,212.10058512,71.653057535,138.02246356,47.341649615,50.720172158,0.00027222,,1,2,1,no affiliation,medium,257,1,1,0
707,8609,11855,21171,100224,2,Yes,N,N,1.32,0.14095,,,5183,2830,19778,5,,,for-profit,University Hospital and Medical Center,118,43.97,77,1.08,43.99,5.67,5.09,8.95,18.16,5.93,15.75,60.69,14.73,1.857685699128,9.941200859961,212.70744202,67.531492832,142.54998992,54.517433129,46.13692531,0.0002528061,,0,0,1,no affiliation,medium,317,1,1,0
710,10406,9905,21021,100226,3,Yes,N,N,1.58451,0.26315,,,8166,3892,28748,5,,,not-for-profit,Orange Park Medical Center,123,29.36,75,1,44.42,10.64,2.5,10.65,18.54,6,11.32,66.12,13.58,2.261895867356,13.87211512472,210.44576553,70.924643538,137.0976521,59.344750728,39.422964349,0.0001739251,,2,2,1,no affiliation,medium,297,1,1,0
713,9431,10453,20599,100228,2,Yes,Y,Y,1.5155,0.14075,1,0,8546,988,19117,5,,,for-profit,Westside Regional Medical Center,118,43.97,77,1.08,43.99,5.67,5.09,8.95,18.16,5.93,15.75,60.69,14.73,1.857685699128,9.941200859961,212.70744202,67.531492832,142.54998992,54.517433129,46.13692531,0.0002615473,0,0,2,1,no affiliation,medium,224,1,1,0
706,10191,8517,19412,100230,4,Yes,N,N,1.4439,0.34292,1,0,2921,994,13909,19,220,915,public,Memorial Hospital Pembroke,127,66.43,76,1.25,41.75,8.45,44.36,38.93,19.13,5.17,22.94,56.08,9.4,2.407366508123,13.25445406267,202.36641528,72.992514631,126.94869111,48.406064629,37.176364572,0.001366022,0,2,1,2,limited/graduate,medium,301,1,1,1
639,9913,8690,19242,100231,3,Yes,N,N,1.6254,0.18779,,,5770,3151,22019,8,,,for-profit,West Florida Hospital,134,23.86,75,0.99,44.94,7.37,1.5,9.69,18.38,5.73,11.51,72.05,16.12,2.525021304667,12.15900103969,212.10058512,71.653057535,138.02246356,47.341649615,50.720172158,0.0003633226,,1,2,1,no affiliation,large,515,1,1,0
602,8772,9457,18831,100232,2,Yes,N,N,1.4168,0.26632,0,0,2828,946,10295,4,33,89,for-profit,Putnam Community Medical Center,120,23.81,75,0.99,44.97,8.96,2.25,15.43,19.19,6.11,12.56,51.95,11.26,1.791728215394,12.62918521604,200.67993548,74.641493275,123.8159296,47.862190101,33.661532857,0.0003885381,0,2,1,1,no affiliation,small,99,0,1,0
746,8451,11424,20620,100234,2,Yes,Y,Y,1.4121,0.41433,1,0,3422,2567,15807,4,,,for-profit,West Palm Hospital,118,43.97,77,1.08,43.99,5.67,5.09,8.95,18.16,5.93,15.75,60.69,14.73,1.857685699128,9.941200859961,212.70744202,67.531492832,142.54998992,54.517433129,46.13692531,0.0002530524,,3,1,1,limited/graduate,medium,245,1,1,1
648,10814,9539,21001,100236,3,Yes,Y,N,1.5676,0.07193,,,8845,569,16464,4,,,for-profit,Fawcett Memorial Hospital,119,30.12,75,0.95,46.93,2.28,4.42,7.13,16.4,4.83,11.95,52.83,21.81,1.773822325005,11.12198957452,175.39916467,56.018857164,116.88910312,42.334678005,39.991594643,0.0002429543,,0,2,1,limited/graduate,medium,237,1,1,1
594,11941,7989,22726,100238,2,Yes,N,N,1.6434,0.21894,1,0,6540,1071,15243,3,123,383,for-profit,Northside Hospital,139,48.45,76,1.09,44.21,6.67,2.74,14.1,19.44,7.91,14.62,49.46,15.51,3.087530080462,15.4769957019,252.25693644,91.962998204,158.44423764,63.038102159,46.033561305,0.0001968117,0,1,2,1,major teaching,medium,288,1,1,1
647,10295,9827,20770,100242,3,Yes,N,N,1.6322,0.36486,,,5031,2902,21704,7,,,for-profit,Gulf Coast Regional Medical Center,133,20.82,75,1.01,44.97,5.99,1.21,12.92,18.53,5.07,10.3,64.66,20.75,2.263321615901,11.30263727333,169.05633701,52.672155422,113.79036632,41.626489369,37.42112779,0.0003225212,,3,2,1,no affiliation,medium,218,1,1,0
668,10843,8727,20240,100243,3,Yes,N,N,1.5942,0.32858,,,9966,5443,38035,8,,,for-profit,Brandon Regional Hospital,141,50.63,75,1.08,43.81,7.32,10.91,13.6,18.87,6.56,14.93,43.95,13.31,1.953364622605,11.57508273865,196.80894437,67.712306912,126.67751896,52.531840345,36.35640914,0.0002103326,,2,2,1,limited/graduate,medium,398,1,1,1
615,9255,8796,18667,100244,2,Yes,Y,Y,1.4202,0.15603,0,0,10134,2114,36715,25,,,public,Cape Coral Hospital,119,30.12,75,0.95,46.93,2.28,4.42,7.13,16.4,4.83,11.95,52.83,21.81,1.773822325005,11.12198957452,175.39916467,56.018857164,116.88910312,42.334678005,39.991594643,0.0006809206,0,0,1,2,no affiliation,medium,291,1,1,0
830,9605,10144,20580,100246,2,Yes,N,Y,1.6468,0.34637,,,7617,4160,29067,6,,,for-profit,Lawnwood Regional Medical Center & Heart Institute,130,41.13,76,1.05,44.78,6.04,6.26,9.46,18.58,5.84,13.05,56.29,15.37,2.013961627497,14.02018296882,178.47190163,62.035084946,114.09560203,43.2672122,36.643802814,0.0002064197,,2,2,1,no affiliation,medium,370,1,1,0
730,10153,11398,22280,100248,2,Yes,N,N,1.5286,0.13308,,,6373,3481,24322,7,,,for-profit,Largo Medical Center,116,49.92,77,1.1,43.06,1.86,2.57,9.49,18.9,7.77,16.17,48.44,17.04,1.843638099919,8.843052709126,185.33317907,65.114489166,117.61818436,48.08974846,35.144798083,0.0002878053,,0,2,1,major teaching,large,425,1,1,1
521,10468,9562,20551,100249,2,Yes,N,N,1.4524,0.17587,,,3452,1568,13862,6,,,for-profit,Seven Rivers Regional Medical Center,129,36.76,75,1.01,46.29,3.02,2.55,6.45,17.22,5.33,11.11,43.02,19.3,1.598222928485,10.3754603056,166.72901292,57.358427719,106.96417405,37.48433314,35.118937719,0.000432838,,1,1,1,limited/graduate,medium,128,0,1,1
500,7878,7401,15778,100252,3,Yes,N,N,1.2621,0.1555855191,,,2120,963,8513,3,,,for-profit,Raulerson Hospital,130,41.13,76,1.05,44.78,6.04,6.26,9.46,18.58,5.84,13.05,56.29,15.37,2.013961627497,14.02018296882,178.47190163,62.035084946,114.09560203,43.2672122,36.643802814,0.0003524022,,0,0,1,no affiliation,medium,100,0,1,0
564,11413,8936,20913,100253,4,Yes,N,Y,1.6248,0.07358,0,0,5851,435,21409,4,134,549,not-for-profit,Jupiter Medical Center,118,43.97,77,1.08,43.99,5.67,5.09,8.95,18.16,5.93,15.75,60.69,14.73,1.857685699128,9.941200859961,212.70744202,67.531492832,142.54998992,54.517433129,46.13692531,0.0001868373,1,0,2,1,no affiliation,medium,163,1,1,0
592,8593,8803,17987,100254,2,Yes,N,N,1.3929,0.35489,,,6400,2907,25704,6,,,for-profit,Capital Regional Medical Center,140,38.94,75,0.99,43.9,17.83,1.22,17.35,17.94,5.4,9.39,61.34,11.8,2.363684591139,15.71916819655,155.61650572,59.146292469,94.273646022,32.607550963,32.326124301,0.0002334267,,3,1,1,limited/graduate,medium,246,1,1,1
649,9596,8748,18993,100255,2,Yes,N,N,1.3662,0.30046,0,0,2311,789,9200,3,,,for-profit,Tampa Community Hospital,141,50.63,75,1.08,43.81,7.32,10.91,13.6,18.87,6.56,14.93,43.95,13.31,1.953364622605,11.57508273865,196.80894437,67.712306912,126.67751896,52.531840345,36.35640914,0.000326087,,2,1,1,no affiliation,medium,201,1,1,0
806,9871,8810,19672,100256,2,Yes,Y,Y,1.5652,0.16744,0,0,9561,1312,20222,5,,,for-profit,Regional Medical Center Bayonet Point,122,54.11,76,1.16,45.33,1.82,3.83,8.73,21.28,6.45,14.83,44.68,15.66,2.089901975385,9.815255354973,185.57350279,70.044013598,113.1091497,41.822109169,36.065919882,0.0002472555,,0,2,1,no affiliation,medium,290,1,1,0
777,10439,11044,22262,100258,2,Yes,Y,N,1.55321,0.08951,0,0,14077,1045,32340,0,105,647,for-profit,Delray Medical Center,118,43.97,77,1.08,43.99,5.67,5.09,8.95,18.16,5.93,15.75,60.69,14.73,1.857685699128,9.941200859961,212.70744202,67.531492832,142.54998992,54.517433129,46.13692531,0,0,0,2,0,no affiliation,large,493,1,1,0
517,8605,9017,18138,100259,1,Yes,N,N,1.3346,0.06701,1,0,5450,279,9973,3,,,for-profit,South Bay Hospital,141,50.63,75,1.08,43.81,7.32,10.91,13.6,18.87,6.56,14.93,43.95,13.31,1.953364622605,11.57508273865,196.80894437,67.712306912,126.67751896,52.531840345,36.35640914,0.0003008122,,0,1,1,no affiliation,medium,112,1,1,0
583,9880,9541,20004,100260,2,Yes,N,Y,1.4542,0.16366,,,5960,2707,23938,6,,,for-profit,St. Lucie Medical Center,118,43.97,77,1.08,43.99,5.67,5.09,8.95,18.16,5.93,15.75,60.69,14.73,1.857685699128,9.941200859961,212.70744202,67.531492832,142.54998992,54.517433129,46.13692531,0.0002506475,,0,1,1,no affiliation,medium,229,1,1,0
556,9749,9459,19765,100264,3,Yes,N,N,1.54831,0.0953,0,0,11394,901,21825,6,,,not-for-profit,Oak Hill Hospital,122,54.11,76,1.16,45.33,1.82,3.83,8.73,21.28,6.45,14.83,44.68,15.66,2.089901975385,9.815255354973,185.57350279,70.044013598,113.1091497,41.822109169,36.065919882,0.0002749141,,0,2,1,no affiliation,medium,262,1,1,0
676,9519,10820,21015,100265,4,Yes,N,N,1.4794,0.19573,1,1,9987,2120,32753,57,179,569,not-for-profit,Mease Countryside Hospital,116,49.92,77,1.1,43.06,1.86,2.57,9.49,18.9,7.77,16.17,48.44,17.04,1.843638099919,8.843052709126,185.33317907,65.114489166,117.61818436,48.08974846,35.144798083,0.0017402986,0,1,1,3,no affiliation,medium,300,1,1,0
472,9995,7580,18047,100266,4,Yes,N,N,1.4697,0.02287,0,0,2568,188,11686,0,90,326,not-for-profit,Gulf Breeze Hospital,134,23.86,75,0.99,44.94,7.37,1.5,9.69,18.38,5.73,11.51,72.05,16.12,2.525021304667,12.15900103969,212.10058512,71.653057535,138.02246356,47.341649615,50.720172158,0,1,0,1,0,no affiliation,small,77,1,1,0
581,8201,7966,16747,100267,4,Yes,N,N,1.3121,0.0452644638,,,1485,674,5964,2,,,for-profit,Englewood Community Hospital,137,25.62,76,0.95,45.02,1.65,1.96,5.63,15.03,5.26,12.59,64.39,18.79,1.64200769634,8.881768079125,194.70435175,57.31207098,134.54268709,47.603309983,46.629594779,0.0003353454,,0,0,1,no affiliation,medium,100,1,1,0
700,8155,10034,18889,100268,2,Yes,N,N,1.2251,0.32795,1,0,3636,2044,17691,0,172,604,for-profit,West Boca Medical Center,118,43.97,77,1.08,43.99,5.67,5.09,8.95,18.16,5.93,15.75,60.69,14.73,1.857685699128,9.941200859961,212.70744202,67.531492832,142.54998992,54.517433129,46.13692531,0,0,2,0,0,no affiliation,medium,195,1,1,0
838,9423,9038,19299,100269,2,Yes,N,Y,1.4572,0.38983,0,0,4610,3624,21124,3,,,for-profit,Palms West Hospital,118,43.97,77,1.08,43.99,5.67,5.09,8.95,18.16,5.93,15.75,60.69,14.73,1.857685699128,9.941200859961,212.70744202,67.531492832,142.54998992,54.517433129,46.13692531,0.0001420186,,3,1,1,limited/graduate,medium,204,1,1,1
697,10017,10693,21409,100275,2,Yes,N,N,1.4119,0.32366,,,3820,1735,15341,6,,,for-profit,Wellington Regional Medical Center,118,43.97,77,1.08,43.99,5.67,5.09,8.95,18.16,5.93,15.75,60.69,14.73,1.857685699128,9.941200859961,212.70744202,67.531492832,142.54998992,54.517433129,46.13692531,0.0003911088,,2,1,1,major teaching,medium,233,1,1,1
684,8726,10066,19475,100276,2,Yes,N,Y,1.4492,0.37601,0,0,4031,3327,24691,3,520,651,public,Broward Health Coral Springs,118,43.97,77,1.08,43.99,5.67,5.09,8.95,18.16,5.93,15.75,60.69,14.73,1.857685699128,9.941200859961,212.70744202,67.531492832,142.54998992,54.517433129,46.13692531,0.0001215018,0,3,1,1,no affiliation,medium,200,1,1,0
305,5572,10333,16208,100277,,,N,N,0.9842,0.03525,,,238,85,1862,11,,,not-for-profit,Miami Jewish Home and Hospital for Aged,127,66.43,76,1.25,41.75,8.45,44.36,38.93,19.13,5.17,22.94,56.08,9.4,2.407366508123,13.25445406267,202.36641528,72.992514631,126.94869111,48.406064629,37.176364572,0.0059076262,,0,0,3,no affiliation,small,32,1,1,0
779,10517,9461,20758,100281,3,Yes,N,Y,1.4743,0.38765,0,0,9238,3468,40838,19,354,1305,public,Memorial Hospital West,127,66.43,76,1.25,41.75,8.45,44.36,38.93,19.13,5.17,22.94,56.08,9.4,2.407366508123,13.25445406267,202.36641528,72.992514631,126.94869111,48.406064629,37.176364572,0.000465253,0,3,1,1,no affiliation,medium,384,1,1,0
680,7631,11463,19776,100284,2,Yes,N,N,1.1508,0.72347,0,0,4222,3216,14802,0,99,254,for-profit,Westchester General Hospital,127,66.43,76,1.25,41.75,8.45,44.36,38.93,19.13,5.17,22.94,56.08,9.4,2.407366508123,13.25445406267,202.36641528,72.992514631,126.94869111,48.406064629,37.176364572,0,0,3,0,0,major teaching,medium,125,1,0,1
637,9356,9271,19264,100285,4,Yes,N,N,1.2454,0.52689,0,0,2307,1857,19812,3,248,980,not-for-profit,Memorial Hospital Miramar,127,66.43,76,1.25,41.75,8.45,44.36,38.93,19.13,5.17,22.94,56.08,9.4,2.407366508123,13.25445406267,202.36641528,72.992514631,126.94869111,48.406064629,37.176364572,0.0001514234,0,3,0,1,no affiliation,medium,178,1,1,0
722,12017,7449,18239,100286,2,Yes,N,N,1.7381,0.15312,,,1492,815,5695,2,,,for-profit,Physicians Regional - Pine Ridge,119,30.12,75,0.95,46.93,2.28,4.42,7.13,16.4,4.83,11.95,52.83,21.81,1.773822325005,11.12198957452,175.39916467,56.018857164,116.88910312,42.334678005,39.991594643,0.0003511853,,0,3,1,no affiliation,medium,201,1,1,0
643,8661,9787,19251,100287,2,Yes,N,N,1.4619,0.28032,,,4269,1939,17145,8,,,for-profit,Good Samaritan Medical Center,118,43.97,77,1.08,43.99,5.67,5.09,8.95,18.16,5.93,15.75,60.69,14.73,1.857685699128,9.941200859961,212.70744202,67.531492832,142.54998992,54.517433129,46.13692531,0.0004666083,,2,1,1,no affiliation,medium,333,1,1,0
852,10983,7910,23178,100288,1,Yes,N,N,1.7527,0.69487,1,0,3510,6858,23991,10,,,for-profit,St. Mary's Medical Center,118,43.97,77,1.08,43.99,5.67,5.09,8.95,18.16,5.93,15.75,60.69,14.73,1.857685699128,9.941200859961,212.70744202,67.531492832,142.54998992,54.517433129,46.13692531,0.000416823,,3,3,1,no affiliation,large,464,1,1,0
442,12768,7986,21196,100289,3,Yes,Y,Y,1.8213,0.10217,1,0,5288,217,20022,261,50,289,for-profit,Cleveland Clinic Florida,127,66.43,76,1.25,41.75,8.45,44.36,38.93,19.13,5.17,22.94,56.08,9.4,2.407366508123,13.25445406267,202.36641528,72.992514631,126.94869111,48.406064629,37.176364572,0.0130356608,0,0,3,3,no affiliation,medium,155,1,1,0
